domain,is_state_of_interest,place,county,state,country,type,multi_state,district,Source
wycokck.org,1,kansas city,,kansas,USA,Local,,,GSA
yadkincountync.gov,1,,yadkin county,North Carolina,USA,County,,,CISA
yakimacounty.us,1,,yakima county,Washington,USA,County,,,GSA
yanceycountync.gov,1,,yancey county,North Carolina,USA,County,,,CISA
yatescounty.org,1,,yates county,New York,USA,County,,,GSA
yavapaiaz.gov,1,,yavapai county,Arizona,USA,County,,,CISA
yorkcounty.gov,1,,york county,Virginia,USA,County,,,CISA
yorkcountypa.gov,1,,york county,Pennsylvania,USA,County,,,CISA
yucaipa.org,1,yucaipa,,california,USA,Local,,,GSA
yumacountyaz.gov,1,,yuma county,Arizona,USA,County,,,CISA
zeldin.house.gov,1,,,New York,,rep,,1,Manual Review
